"Data","Último","Abertura","Máxima","Mínima","Var%"
"29.11.2023","10,940","10,855","10,940","10,832","0,37%"
"28.11.2023","10,900","10,972","10,972","10,875","-1,62%"
"27.11.2023","11,080","11,045","11,080","10,982","-0,19%"
"26.11.2023","11,101","11,101","11,101","11,101","0,00%"
"25.11.2023","11,101","11,101","11,101","11,101","-0,10%"
"24.11.2023","11,112","11,071","11,112","11,071","0,48%"
"23.11.2023","11,059","11,051","11,059","11,051","0,23%"
"22.11.2023","11,033","11,051","11,051","11,033","-1,92%"
"21.11.2023","11,250","11,135","11,250","11,135","1,53%"
"20.11.2023","11,080","11,065","11,080","11,005","0,71%"
"19.11.2023","11,002","11,002","11,002","11,002","0,00%"
"18.11.2023","11,002","11,002","11,002","11,002","0,00%"
"17.11.2023","11,002","10,984","11,021","10,969","-1,24%"
"16.11.2023","11,140","11,165","11,165","11,075","-0,01%"
"15.11.2023","11,141","11,142","11,142","11,141","-0,10%"
"14.11.2023","11,152","11,321","11,321","11,152","-1,43%"
"13.11.2023","11,314","11,331","11,331","11,314","-0,15%"
"12.11.2023","11,331","11,331","11,331","11,331","-0,69%"
"10.11.2023","11,410","11,380","11,410","11,303","0,17%"
"09.11.2023","11,391","11,381","11,426","11,366","-0,60%"
"08.11.2023","11,460","11,410","11,460","11,364","-0,01%"
"07.11.2023","11,461","11,486","11,486","11,438","-1,62%"
"06.11.2023","11,650","11,545","11,650","11,545","1,65%"
"05.11.2023","11,461","11,461","11,461","11,461","0,00%"
"04.11.2023","11,461","11,461","11,461","11,461","0,10%"
"03.11.2023","11,450","11,651","11,651","11,450","-1,73%"
"02.11.2023","11,651","11,651","11,651","11,651","-0,67%"
"01.11.2023","11,730","11,805","11,805","11,657","-1,26%"
"31.10.2023","11,880","11,940","11,940","11,825","-0,92%"
"30.10.2023","11,990","11,765","11,990","11,681","2,30%"
"29.10.2023","11,721","11,721","11,721","11,721","0,00%"
"28.10.2023","11,721","11,721","11,721","11,721","-0,67%"
"27.10.2023","11,800","11,515","11,800","11,515","1,20%"
"26.10.2023","11,660","11,690","11,690","11,516","-1,69%"
"25.10.2023","11,860","11,770","11,860","11,751","0,08%"
"24.10.2023","11,850","11,805","11,980","11,747","-0,42%"
"23.10.2023","11,900","11,940","11,940","11,825","0,00%"
"21.10.2023","11,900","11,900","11,900","11,900","-0,08%"
"20.10.2023","11,910","11,960","11,960","11,910","-0,92%"
"19.10.2023","12,020","11,825","12,020","11,825","1,78%"
"18.10.2023","11,810","11,730","11,810","11,730","-1,42%"
"17.10.2023","11,980","11,795","11,980","11,795","2,04%"
"16.10.2023","11,741","11,821","11,835","11,719","-0,67%"
"15.10.2023","11,821","11,821","11,821","11,821","0,00%"
"14.10.2023","11,821","11,821","11,821","11,821","-0,27%"
"13.10.2023","11,853","11,806","11,853","11,806","1,05%"
"12.10.2023","11,730","11,730","11,730","11,730","0,89%"
"11.10.2023","11,626","11,711","11,711","11,626","-1,39%"
"10.10.2023","11,790","11,710","11,790","11,675","-0,76%"
"09.10.2023","11,880","11,980","11,980","11,768","-0,83%"
"08.10.2023","11,980","11,980","11,980","11,980","-0,66%"
"06.10.2023","12,060","12,230","12,230","11,946","-0,08%"
"05.10.2023","12,070","11,975","12,070","11,975","0,17%"
"04.10.2023","12,050","11,975","12,050","11,948","-0,58%"
"03.10.2023","12,120","11,880","12,120","11,880","1,76%"
"02.10.2023","11,910","11,848","11,910","11,848","1,70%"
"01.10.2023","11,711","11,711","11,711","11,711","0,00%"
"30.09.2023","11,711","11,711","11,711","11,711","0,00%"
"29.09.2023","11,711","11,701","11,711","11,669","-1,34%"
"28.09.2023","11,870","11,910","11,915","11,816","-1,00%"
"27.09.2023","11,990","11,800","12,065","11,800","1,27%"
"26.09.2023","11,840","11,680","11,840","11,680","2,18%"
"25.09.2023","11,587","11,590","11,590","11,587","1,45%"
"24.09.2023","11,421","11,421","11,421","11,421","0,00%"
"23.09.2023","11,421","11,421","11,421","11,421","-0,69%"
"22.09.2023","11,500","11,410","11,500","11,410","0,09%"
"21.09.2023","11,490","11,435","11,490","11,400","0,70%"
"20.09.2023","11,410","11,325","11,410","11,308","-0,17%"
"19.09.2023","11,430","11,360","11,430","11,360","0,70%"
"18.09.2023","11,350","11,280","11,350","11,269","0,78%"
"17.09.2023","11,262","11,262","11,262","11,262","0,00%"
"16.09.2023","11,262","11,262","11,262","11,262","-0,69%"
"15.09.2023","11,340","11,265","11,340","11,265","0,53%"
"14.09.2023","11,280","11,195","11,280","11,195","-0,09%"
"13.09.2023","11,290","11,195","11,290","11,195","0,00%"
"12.09.2023","11,290","11,290","11,290","11,220","-0,02%"
"11.09.2023","11,292","11,264","11,292","11,264","-0,35%"
"10.09.2023","11,332","11,332","11,332","11,332","0,00%"
"09.09.2023","11,332","11,332","11,332","11,332","-0,68%"
"08.09.2023","11,410","11,325","11,410","11,325","0,60%"
"07.09.2023","11,342","11,342","11,342","11,342","-0,69%"
"06.09.2023","11,420","11,305","11,420","11,305","0,62%"
"05.09.2023","11,350","11,225","11,350","11,225","1,16%"
"04.09.2023","11,220","11,105","11,220","11,105","0,61%"
"03.09.2023","11,152","11,152","11,152","11,152","0,00%"
"02.09.2023","11,152","11,152","11,152","11,152","0,31%"
"01.09.2023","11,118","11,118","11,118","11,118","-1,00%"
"31.08.2023","11,230","11,115","11,230","11,115","1,63%"
"30.08.2023","11,050","10,880","11,050","10,880","0,09%"
"29.08.2023","11,040","11,065","11,065","10,926","-1,25%"
"28.08.2023","11,180","11,110","11,180","11,037","0,61%"
"27.08.2023","11,112","11,112","11,112","11,112","0,00%"
"26.08.2023","11,112","11,112","11,112","11,112","-0,70%"
"25.08.2023","11,190","11,135","11,190","11,100","0,18%"
"24.08.2023","11,170","11,160","11,170","11,067","0,36%"
"23.08.2023","11,130","11,125","11,130","11,055","-1,59%"
"22.08.2023","11,310","11,310","11,310","11,225","-0,72%"
"21.08.2023","11,392","11,370","11,392","11,350","1,61%"
"20.08.2023","11,212","11,212","11,212","11,212","0,00%"
"19.08.2023","11,212","11,212","11,212","11,212","-0,69%"
"18.08.2023","11,290","11,295","11,295","11,225","-0,70%"
"17.08.2023","11,370","11,165","11,370","11,165","1,43%"
"16.08.2023","11,210","11,085","11,210","11,085","0,09%"
"15.08.2023","11,200","11,010","11,200","11,010","0,81%"
"14.08.2023","11,110","10,990","11,110","10,990","1,72%"
"13.08.2023","10,922","10,922","10,922","10,922","0,00%"
"12.08.2023","10,922","10,922","10,922","10,922","-0,03%"
"11.08.2023","10,926","10,920","10,926","10,913","-0,67%"
"10.08.2023","11,000","10,930","11,000","10,910","1,27%"
"09.08.2023","10,863","10,795","10,870","10,795","0,30%"
"08.08.2023","10,830","10,815","10,830","10,765","-0,39%"
"07.08.2023","10,872","10,870","10,872","10,860","0,64%"
"06.08.2023","10,803","10,803","10,803","10,803","0,00%"
"05.08.2023","10,803","10,803","10,803","10,803","-0,71%"
"04.08.2023","10,880","10,820","10,880","10,820","-0,02%"
"03.08.2023","10,882","10,790","10,882","10,790","1,61%"
"02.08.2023","10,710","10,775","10,775","10,710","-0,94%"
"01.08.2023","10,812","10,860","10,860","10,812","-0,36%"
"31.07.2023","10,851","10,915","10,915","10,851","-0,56%"
"30.07.2023","10,913","10,913","10,913","10,913","-0,15%"
"28.07.2023","10,929","10,935","10,935","10,915","-0,18%"
"27.07.2023","10,949","10,920","10,949","10,920","1,20%"
"26.07.2023","10,819","10,810","10,825","10,810","-0,06%"
"25.07.2023","10,825","10,795","10,825","10,790","-0,20%"
"24.07.2023","10,847","10,885","10,885","10,815","-0,24%"
"23.07.2023","10,873","10,873","10,873","10,873","0,00%"
"22.07.2023","10,873","10,873","10,873","10,873","-0,51%"
"21.07.2023","10,929","10,900","10,929","10,875","-0,54%"
"20.07.2023","10,988","10,860","10,988","10,860","1,48%"
"19.07.2023","10,828","10,750","10,828","10,750","1,07%"
"18.07.2023","10,713","10,745","10,745","10,695","-0,55%"
"17.07.2023","10,772","10,775","10,775","10,755","0,18%"
"15.07.2023","10,753","10,753","10,753","10,753","-0,38%"
"14.07.2023","10,794","10,725","10,794","10,725","0,80%"
"13.07.2023","10,708","10,625","10,708","10,625","0,92%"
"12.07.2023","10,610","10,585","10,610","10,585","-0,59%"
"11.07.2023","10,673","10,735","10,735","10,655","-0,08%"
"10.07.2023","10,682","10,710","10,710","10,682","0,18%"
"09.07.2023","10,663","10,663","10,663","10,663","0,00%"
"08.07.2023","10,663","10,663","10,663","10,663","0,19%"
"07.07.2023","10,643","10,820","10,820","10,643","-2,09%"
"06.07.2023","10,870","10,890","10,890","10,864","0,83%"
"05.07.2023","10,781","10,720","10,781","10,720","1,30%"
"04.07.2023","10,643","10,585","10,690","10,585","0,76%"
"03.07.2023","10,563","10,640","10,640","10,556","-1,09%"
"30.06.2023","10,679","10,780","10,780","10,670","-1,86%"
"29.06.2023","10,881","10,995","10,995","10,876","-0,01%"
"28.06.2023","10,882","10,910","10,910","10,880","0,45%"
"27.06.2023","10,833","10,960","10,960","10,829","-0,47%"
"26.06.2023","10,884","10,975","10,975","10,883","-0,76%"
"25.06.2023","10,967","10,967","10,967","10,967","0,00%"
"24.06.2023","10,967","10,967","10,967","10,967","-0,07%"
"23.06.2023","10,975","11,005","11,005","10,972","-0,72%"
"22.06.2023","11,055","11,000","11,055","11,000","0,18%"
"21.06.2023","11,035","11,130","11,130","11,035","-1,24%"
"20.06.2023","11,173","11,225","11,225","11,150","-0,17%"
"19.06.2023","11,192","11,215","11,215","11,160","-0,31%"
"18.06.2023","11,226","11,226","11,226","11,226","0,00%"
"17.06.2023","11,226","11,226","11,226","11,226","0,62%"
"16.06.2023","11,157","11,290","11,290","11,153","-0,23%"
"15.06.2023","11,183","11,155","11,230","11,155","-1,03%"
"14.06.2023","11,299","11,355","11,370","11,296","-0,68%"
"13.06.2023","11,376","11,285","11,378","11,285","1,25%"
"12.06.2023","11,236","11,250","11,255","11,234","0,62%"
"11.06.2023","11,167","11,167","11,167","11,167","0,00%"
"10.06.2023","11,167","11,167","11,167","11,167","-0,32%"
"09.06.2023","11,203","11,195","11,203","11,180","-0,21%"
"08.06.2023","11,227","11,227","11,227","11,227","-0,28%"
"07.06.2023","11,258","11,130","11,258","11,130","0,92%"
"06.06.2023","11,155","11,150","11,165","11,145","-0,26%"
"05.06.2023","11,184","11,440","11,440","11,184","-1,69%"
"04.06.2023","11,377","11,377","11,377","11,377","0,00%"
"03.06.2023","11,377","11,377","11,377","11,377","0,01%"
"02.06.2023","11,375","11,435","11,435","11,375","-1,34%"
"01.06.2023","11,530","11,585","11,585","11,530","-0,20%"
"31.05.2023","11,553","11,550","11,553","11,540","0,06%"
"30.05.2023","11,546","11,565","11,565","11,540","-0,46%"
"29.05.2023","11,599","11,595","11,599","11,595","-0,15%"
"28.05.2023","11,616","11,616","11,616","11,616","0,00%"
"27.05.2023","11,616","11,616","11,616","11,616","0,37%"
"26.05.2023","11,573","11,645","11,645","11,573","-0,47%"
"25.05.2023","11,628","11,595","11,635","11,595","-0,46%"
"24.05.2023","11,682","11,605","11,682","11,605","-0,40%"
"23.05.2023","11,729","11,885","11,885","11,725","-1,05%"
"22.05.2023","11,854","11,905","11,910","11,852","-0,43%"
"21.05.2023","11,906","11,906","11,906","11,906","0,00%"
"20.05.2023","11,906","11,906","11,906","11,906","0,02%"
"19.05.2023","11,903","11,925","11,925","11,899","0,58%"
"18.05.2023","11,834","11,865","11,865","11,833","-0,06%"
"17.05.2023","11,841","11,795","11,865","11,795","0,86%"
"16.05.2023","11,740","11,790","11,790","11,735","0,77%"
"15.05.2023","11,650","11,920","11,925","11,645","-1,57%"
"14.05.2023","11,836","11,836","11,836","11,836","0,00%"
"13.05.2023","11,836","11,836","11,836","11,836","0,39%"
"12.05.2023","11,790","12,070","12,070","11,790","-1,32%"
"11.05.2023","11,948","12,290","12,290","11,948","-2,03%"
"10.05.2023","12,196","12,450","12,450","12,196","-1,36%"
"09.05.2023","12,364","12,350","12,380","12,275","1,03%"
"08.05.2023","12,238","12,210","12,280","12,200","0,93%"
"07.05.2023","12,125","12,125","12,125","12,125","0,00%"
"06.05.2023","12,125","12,125","12,125","12,125","0,11%"
"05.05.2023","12,112","12,120","12,240","12,112","0,29%"
"04.05.2023","12,077","12,260","12,260","12,077","-0,70%"
"03.05.2023","12,162","12,430","12,430","12,162","-1,30%"
"02.05.2023","12,322","12,450","12,470","12,322","-0,35%"
"01.05.2023","12,365","12,365","12,365","12,365","0,00%"
"30.04.2023","12,365","12,365","12,365","12,365","0,00%"
"29.04.2023","12,365","12,365","12,365","12,365","0,01%"
"28.04.2023","12,364","12,360","12,490","12,345","0,94%"
"27.04.2023","12,249","12,450","12,450","12,249","-0,72%"
"26.04.2023","12,338","12,520","12,520","12,338","-0,73%"
"25.04.2023","12,429","12,670","12,670","12,424","-0,93%"
"24.04.2023","12,546","12,690","12,700","12,545","-0,46%"
"23.04.2023","12,604","12,604","12,604","12,604","0,00%"
"22.04.2023","12,604","12,604","12,604","12,604","0,00%"
"21.04.2023","12,604","12,604","12,604","12,604","0,06%"
"20.04.2023","12,596","12,770","12,770","12,596","-0,76%"
"19.04.2023","12,693","12,540","12,710","12,384","2,39%"
"18.04.2023","12,397","12,400","12,490","12,300","0,67%"
"17.04.2023","12,314","12,450","12,450","12,314","-0,41%"
"16.04.2023","12,365","12,365","12,365","12,365","0,00%"
"15.04.2023","12,365","12,322","12,365","12,322","-0,04%"
"14.04.2023","12,370","12,360","12,460","12,360","0,50%"
"13.04.2023","12,309","12,550","12,580","12,305","-1,29%"
"12.04.2023","12,470","12,590","12,590","12,470","-0,08%"
"11.04.2023","12,480","12,750","12,750","12,480","-1,65%"
"10.04.2023","12,690","12,740","12,800","12,690","0,28%"
"09.04.2023","12,654","12,654","12,654","12,654","0,00%"
"08.04.2023","12,654","12,654","12,654","12,654","0,00%"
"07.04.2023","12,654","12,740","12,740","12,654","-0,02%"
"06.04.2023","12,656","12,580","12,750","12,580","0,64%"
"05.04.2023","12,576","12,700","12,750","12,567","-0,53%"
"04.04.2023","12,643","12,780","12,780","12,631","-0,64%"
"03.04.2023","12,725","12,900","12,940","12,725","-1,36%"
"02.04.2023","12,900","12,900","12,900","12,900","0,00%"
"01.04.2023","12,900","12,900","12,900","12,900","0,61%"
"31.03.2023","12,822","12,930","12,930","12,810","-0,11%"
"30.03.2023","12,836","13,100","13,100","12,836","-1,19%"
"29.03.2023","12,991","13,040","13,040","12,900","0,29%"
"28.03.2023","12,954","13,130","13,130","12,954","0,38%"
"27.03.2023","12,905","12,980","12,980","12,905","-0,96%"
"24.03.2023","13,030","12,950","13,030","12,950","-0,61%"
"23.03.2023","13,110","13,110","13,110","13,110","1,39%"
"22.03.2023","12,930","13,115","13,115","12,930","-1,37%"
"21.03.2023","13,110","13,140","13,140","13,110","0,46%"
"20.03.2023","13,050","13,130","13,130","13,050","-0,68%"
"17.03.2023","13,140","13,250","13,250","13,140","0,08%"
"16.03.2023","13,130","13,070","13,130","13,070","-0,83%"
"15.03.2023","13,240","13,240","13,240","13,240","1,26%"
"14.03.2023","13,075","13,005","13,075","13,005","1,08%"
"13.03.2023","12,935","12,920","12,935","12,920","-1,86%"
"10.03.2023","13,180","13,130","13,180","13,130","-0,08%"
"09.03.2023","13,190","13,380","13,380","13,190","-1,49%"
"08.03.2023","13,390","13,470","13,470","13,390","-1,18%"
"07.03.2023","13,550","13,510","13,550","13,510","-0,15%"
"06.03.2023","13,570","13,590","13,590","13,570","-0,04%"
"03.03.2023","13,575","13,590","13,590","13,575","-0,33%"
"02.03.2023","13,620","13,575","13,620","13,575","1,04%"
"01.03.2023","13,480","13,380","13,480","13,380","1,28%"
"28.02.2023","13,310","13,300","13,310","13,300","-0,37%"
"27.02.2023","13,360","13,390","13,390","13,360","-0,60%"
"24.02.2023","13,440","13,420","13,440","13,310","0,98%"
"23.02.2023","13,310","13,420","13,420","13,310","0,38%"
"22.02.2023","13,260","13,260","13,260","13,260","0,08%"
"17.02.2023","13,250","13,320","13,320","13,250","-1,16%"
"16.02.2023","13,405","13,415","13,415","13,405","0,37%"
"15.02.2023","13,355","13,510","13,510","13,355","-0,85%"
"14.02.2023","13,470","13,360","13,470","13,360","0,30%"
"13.02.2023","13,430","13,430","13,430","13,430","-0,81%"
"10.02.2023","13,540","13,420","13,540","13,420","0,82%"
"09.02.2023","13,430","13,360","13,430","13,360","0,60%"
"08.02.2023","13,350","13,490","13,490","13,350","0,00%"
"07.02.2023","13,350","13,310","13,350","13,310","-0,60%"
"06.02.2023","13,430","13,490","13,490","13,430","0,52%"
"03.02.2023","13,360","13,305","13,360","13,305","2,65%"
"02.02.2023","13,015","13,177","13,177","13,015","-1,14%"
"01.02.2023","13,165","13,100","13,165","13,100","0,73%"
"31.01.2023","13,070","13,195","13,195","13,070","-0,80%"
"30.01.2023","13,175","13,105","13,175","13,105","-0,15%"
"27.01.2023","13,195","13,120","13,195","13,120","0,88%"
"26.01.2023","13,080","13,090","13,090","13,080","0,93%"
"25.01.2023","12,960","13,060","13,060","12,960","-1,67%"
"24.01.2023","13,180","13,270","13,270","13,180","-0,60%"
"23.01.2023","13,260","13,060","13,260","13,060","2,00%"
"20.01.2023","13,000","12,960","13,000","12,960","1,48%"
"19.01.2023","12,810","12,980","12,980","12,810","1,10%"
"18.01.2023","12,670","12,550","12,670","12,550","0,88%"
"17.01.2023","12,560","12,570","12,570","12,560","-0,83%"
"16.01.2023","12,665","12,550","12,665","12,550","2,34%"
"13.01.2023","12,375","12,440","12,440","12,375","0,45%"
"12.01.2023","12,320","12,370","12,370","12,320","-1,20%"
"11.01.2023","12,470","12,670","12,670","12,470","-2,08%"
"10.01.2023","12,735","12,890","12,890","12,735","-0,89%"
"09.01.2023","12,850","13,040","13,040","12,850","-0,31%"
"06.01.2023","12,890","13,030","13,030","12,890","-1,04%"
"05.01.2023","13,025","13,125","13,125","13,025","-1,88%"
"04.01.2023","13,275","13,225","13,275","13,225","0,91%"
"03.01.2023","13,155","13,155","13,155","13,155","3,10%"
"29.12.2022","12,760","12,660","12,760","12,660","-0,39%"
"28.12.2022","12,810","12,980","12,980","12,810","-1,84%"
"27.12.2022","13,050","13,020","13,050","13,020","0,85%"
"26.12.2022","12,940","12,960","12,960","12,940","-0,08%"
"23.12.2022","12,950","12,915","12,950","12,915","-0,77%"
"22.12.2022","13,050","13,180","13,180","13,050","-0,61%"
"21.12.2022","13,130","13,140","13,140","13,130","-0,45%"
"20.12.2022","13,190","13,190","13,190","13,190","-1,93%"
"19.12.2022","13,450","13,620","13,620","13,450","-0,11%"
"16.12.2022","13,465","13,445","13,465","13,445","0,41%"
"15.12.2022","13,410","13,410","13,410","13,410","-2,05%"
"14.12.2022","13,690","13,590","13,690","13,590","3,63%"
"13.12.2022","13,210","13,200","13,210","13,200","-0,30%"
"12.12.2022","13,250","13,090","13,250","13,090","1,61%"
"09.12.2022","13,040","13,040","13,040","13,040","0,62%"
"08.12.2022","12,960","12,990","12,990","12,960","1,09%"
"07.12.2022","12,820","12,930","12,930","12,820","-0,93%"
"06.12.2022","12,940","12,880","12,940","12,880","0,94%"
"05.12.2022","12,820","12,680","12,820","12,680","1,99%"
"02.12.2022","12,570","12,740","12,740","12,570","-2,03%"
"01.12.2022","12,830","12,935","12,935","12,830","0,16%"
"30.11.2022","12,810","13,025","13,025","12,810","-2,44%"
"29.11.2022","13,130","13,420","13,420","13,130","-3,24%"
"28.11.2022","13,570","13,660","13,660","13,570","-0,66%"
"25.11.2022","13,660","13,570","13,660","13,570","1,26%"
"24.11.2022","13,490","13,650","13,650","13,490","-2,81%"
